Character,File Numbers
ぶ,"{0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 29, 30, 32, 34, 35, 36, 37, 38, 39, 40, 42, 43, 45, 47, 48, 49, 50, 51, 52, 54, 56, 57, 58, 59, 60, 61, 62, 64, 65, 67, 68, 72, 73, 74, 76, 77, 79, 80, 81, 83, 84, 85, 86, 87, 88, 89, 90, 91}"
ま,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92}"
ば,"{0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 60, 62, 63, 64, 65, 67, 68, 69, 70, 73, 75, 76, 77, 78, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92}"
ぷ,"{0, 1, 5, 6, 12, 19, 21, 25, 31, 37, 39, 42, 43, 49, 51, 56, 58, 60, 62, 64, 70, 82, 84}"
ず,"{0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 38, 39, 40, 42, 43, 44, 45, 47, 48, 50, 52, 53, 56, 57, 58, 62, 63, 64, 68, 69, 70, 71, 72, 73, 74, 78, 80, 81, 82, 85, 86, 87, 89, 90, 91, 92}"
お,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92}"
ね,"{0, 1, 2, 3, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68, 70, 72, 73, 74, 76, 77, 78, 79, 80, 81, 85, 86, 87, 88, 89, 90, 91, 92}"
も,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92}"
ぱ,"{0, 1, 2, 5, 6, 12, 15, 16, 21, 28, 29, 33, 34, 36, 37, 39, 42, 43, 46, 49, 50, 51, 52, 56, 57, 58, 59, 60, 62, 63, 64, 67, 68, 76, 77, 80, 86, 90, 92}"
ぬ,"{0, 11, 16, 17, 18, 22, 25, 26, 29, 33, 35, 36, 38, 39, 40, 43, 47, 51, 54, 55, 57, 58, 59, 60, 63, 64, 65, 68, 69, 73, 74, 77, 81, 90}"
づ,"{0, 3, 5, 6, 8, 9, 10, 12, 13, 14, 16, 20, 22, 26, 31, 32, 33, 34, 35, 36, 38, 39, 40, 43, 45, 48, 54, 55, 56, 58, 59, 61, 64, 65, 67, 70, 71, 74, 76, 80, 82, 87, 91}"
ぞ,"{0, 10, 11, 12, 20, 21, 22, 24, 26, 28, 34, 36, 37, 38, 39, 42, 45, 48, 49, 50, 54, 56, 58, 59, 64, 75, 77, 85, 87, 89, 91}"
ざ,"{0, 4, 6, 8, 11, 13, 15, 18, 19, 24, 25, 26, 28, 31, 33, 35, 36, 37, 41, 42, 43, 44, 50, 51, 52, 54, 59, 61, 66, 67, 68, 69, 70, 74, 76, 77, 82, 83, 85, 91, 92}"
ぐ,"{0, 1, 3, 4, 5, 6, 10, 11, 12, 14, 17, 19, 21, 28, 29, 31, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 47, 48, 50, 53, 54, 56, 57, 58, 59, 62, 63, 64, 65, 67, 68, 69, 70, 72, 75, 77, 78, 84, 85, 87, 88, 90}"
げ,"{0, 1, 2, 3, 5, 6, 7, 8, 9, 11, 12, 16, 17, 19, 22, 25, 26, 28, 29, 30, 33, 34, 35, 36, 37, 39, 40, 42, 43, 44, 46, 49, 50, 53, 54, 55, 56, 57, 58, 60, 64, 65, 68, 69, 72, 73, 74, 75, 76, 79, 80, 83, 85, 86, 90, 91, 92}"
ゆ,"{0, 1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 14, 16, 17, 18, 19, 20, 22, 23, 24, 26, 27, 28, 31, 33, 34, 35, 36, 38, 39, 40, 43, 45, 47, 48, 49, 50, 51, 52, 55, 57, 58, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 81, 82, 83, 84, 86, 87, 88, 89, 90, 91, 92}"
へ,"{1, 2, 4, 7, 9, 11, 13, 18, 19, 20, 21, 22, 23, 26, 31, 33, 34, 35, 37, 38, 39, 41, 42, 43, 44, 48, 49, 50, 51, 52, 55, 58, 60, 62, 64, 69, 70, 71, 74, 77, 78, 80, 81, 82, 84, 86, 88, 92}"
ぴ,"{1, 19, 26, 29, 36, 38, 39, 42, 46, 48, 50, 54, 58, 60, 64, 67, 76, 77, 84, 85, 86}"
ぺ,"{1, 2, 3, 11, 19, 26, 42, 47, 49, 54, 82}"
ぽ,"{1, 4, 7, 18, 25, 30, 33, 35, 36, 41, 42, 43, 45, 47, 49, 52, 60, 82}"
ぃ,"{1, 3, 5, 10, 12, 21, 42, 54, 60, 67, 68, 76, 77, 86}"
ぼ,"{3, 4, 5, 6, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 22, 24, 26, 27, 30, 31, 32, 35, 36, 37, 38, 39, 40, 42, 43, 45, 47, 48, 50, 51, 53, 54, 55, 56, 57, 58, 60, 64, 65, 66, 67, 68, 69, 70, 72, 73, 74, 75, 76, 77, 78, 79, 81, 83, 85, 86, 87, 88, 89, 90, 91, 92}"
ぇ,"{5, 9, 12, 14, 18, 19, 21, 25, 27, 33, 38, 42, 44, 57, 62, 67, 76, 77, 79, 86, 90}"
ぁ,"{7, 10, 12, 13, 15, 17, 21, 26, 30, 33, 34, 36, 42, 43, 44, 45, 46, 47, 50, 53, 54, 57, 59, 65, 67, 68, 73, 76, 77, 80, 85, 90}"
ぉ,"{19, 21, 28, 33, 41, 54, 77, 86}"
ゐ,{34}
ぅ,{42}
゛,{46}
ゝ,{76}
