start,end,line,unformatted,segments,ref_start,ref_end,common_number
232.94,233.007,0,giga-劣等上等(bringiton)(coveredby流石乃ルキ×kotone(天神子兎音)),"[(3, 'giga-劣等上等(bringiton)(coveredby流石乃ルキ×kotone(天神子兎音))')]",False,False,3
232.873,232.94,0,giga-劣等上等(bringiton)(coveredby流石乃ルキ×kotone(天神子兎音)),"[(3, 'giga-劣等上等(bringiton)(coveredby流石乃ルキ×kotone(天神子兎音))')]",False,False,3
232.806,232.873,0,giga-劣等上等(bringiton)(coveredby流石乃ルキ×kotone(天神子兎音)),"[(3, 'giga-劣等上等(bringiton)(coveredby流石乃ルキ×kotone(天神子兎音))')]",False,False,3
229.737,232.806,0,giga-劣等上等(bringiton)(coveredby流石乃ルキ×kotone(天神子兎音)),"[(3, 'giga-劣等上等(bringiton)(coveredby流石乃ルキ×kotone(天神子兎音))')]",False,True,3
16.891,17.124,0,hey,"[(3, 'hey')]",True,False,2
16.524,16.891,0,hey,"[(3, 'hey')]",False,False,2
16.123,16.524,0,hey,"[(3, 'hey')]",False,False,2
15.79,16.123,0,hey,"[(3, 'hey')]",False,False,2
13.921,14.121,0,hey,"[(3, 'hey')]",False,False,2
13.521,13.921,0,hey,"[(3, 'hey')]",False,False,2
13.154,13.521,0,hey,"[(3, 'hey')]",False,False,2
12.787,13.154,0,hey,"[(3, 'hey')]",False,False,2
16.891,17.124,-1,hey,"[(2, 'hey')]",False,False,2
16.524,16.891,-1,hey,"[(2, 'hey')]",False,False,2
16.123,16.524,-1,hey,"[(2, 'hey')]",False,False,2
15.79,16.123,-1,hey,"[(2, 'hey')]",False,False,2
13.921,14.121,-1,hey,"[(2, 'hey')]",False,False,2
13.521,13.921,-1,hey,"[(2, 'hey')]",False,False,2
13.154,13.521,-1,hey,"[(2, 'hey')]",False,False,2
12.787,13.154,-1,hey,"[(2, 'hey')]",False,True,2
233.474,233.539,-1,illust:てび丸movie:syamo.g-しゃもじ-,"[(1, 'illust:てび丸movie:syamo.g-しゃもじ-')]",True,False,2
233.407,233.474,-1,illust:てび丸movie:syamo.g-しゃもじ-,"[(2, 'illust:てび丸movie:syamo.g-しゃもじ-')]",False,False,2
233.34,233.407,-1,illust:てび丸movie:syamo.g-しゃもじ-,"[(2, 'illust:てび丸movie:syamo.g-しゃもじ-')]",False,False,2
233.274,233.34,-1,illust:てび丸movie:syamo.g-しゃもじ-,"[(2, 'illust:てび丸movie:syamo.g-しゃもじ-')]",False,False,2
233.207,233.274,-1,illust:てび丸movie:syamo.g-しゃもじ-,"[(2, 'illust:てび丸movie:syamo.g-しゃもじ-')]",False,False,2
233.14,233.207,-1,illust:てび丸movie:syamo.g-しゃもじ-,"[(2, 'illust:てび丸movie:syamo.g-しゃもじ-')]",False,False,2
233.073,233.14,-1,illust:てび丸movie:syamo.g-しゃもじ-,"[(2, 'illust:てび丸movie:syamo.g-しゃもじ-')]",False,False,2
233.007,233.073,-1,illust:てび丸movie:syamo.g-しゃもじ-,"[(2, 'illust:てび丸movie:syamo.g-しゃもじ-')]",False,False,2
232.94,233.007,-1,illust:てび丸movie:syamo.g-しゃもじ-,"[(2, 'illust:てび丸movie:syamo.g-しゃもじ-')]",False,False,2
232.873,232.94,-1,illust:てび丸movie:syamo.g-しゃもじ-,"[(2, 'illust:てび丸movie:syamo.g-しゃもじ-')]",False,False,2
232.806,232.873,-1,illust:てび丸movie:syamo.g-しゃもじ-,"[(2, 'illust:てび丸movie:syamo.g-しゃもじ-')]",False,False,2
229.737,232.806,-1,illust:てび丸movie:syamo.g-しゃもじ-,"[(2, 'illust:てび丸movie:syamo.g-しゃもじ-')]",False,True,2
30.037,30.604,85,it\'sboring!,"[(2, ""it\\'sboring!"")]",True,False,4
29.87,30.037,85,it\'sboring!,"[(2, ""it\\'sbor""), (4, 'ing!')]",False,False,4
29.67,29.87,85,it\'sboring!,"[(2, ""it\\'s""), (4, 'boring!')]",False,False,4
30.037,30.604,7,it\'sboring!,"[(3, ""it\\'sboring!"")]",False,False,4
29.87,30.037,7,it\'sboring!,"[(3, ""it\\'sbor""), (4, 'ing!')]",False,False,4
29.67,29.87,7,it\'sboring!,"[(3, ""it\\'s""), (4, 'boring!')]",False,True,4
233.474,233.539,-1,musicarranged:gigalyrics:reol,"[(1, 'musicarranged:gigalyrics:reol')]",True,False,2
233.407,233.474,-1,musicarranged:gigalyrics:reol,"[(2, 'musicarranged:gigalyrics:reol')]",False,False,2
233.34,233.407,-1,musicarranged:gigalyrics:reol,"[(2, 'musicarranged:gigalyrics:reol')]",False,False,2
233.274,233.34,-1,musicarranged:gigalyrics:reol,"[(2, 'musicarranged:gigalyrics:reol')]",False,False,2
233.207,233.274,-1,musicarranged:gigalyrics:reol,"[(2, 'musicarranged:gigalyrics:reol')]",False,False,2
233.14,233.207,-1,musicarranged:gigalyrics:reol,"[(2, 'musicarranged:gigalyrics:reol')]",False,False,2
233.073,233.14,-1,musicarranged:gigalyrics:reol,"[(2, 'musicarranged:gigalyrics:reol')]",False,False,2
233.007,233.073,-1,musicarranged:gigalyrics:reol,"[(2, 'musicarranged:gigalyrics:reol')]",False,False,2
232.94,233.007,-1,musicarranged:gigalyrics:reol,"[(2, 'musicarranged:gigalyrics:reol')]",False,False,2
232.873,232.94,-1,musicarranged:gigalyrics:reol,"[(2, 'musicarranged:gigalyrics:reol')]",False,False,2
232.806,232.873,-1,musicarranged:gigalyrics:reol,"[(2, 'musicarranged:gigalyrics:reol')]",False,False,2
229.737,232.806,-1,musicarranged:gigalyrics:reol,"[(2, 'musicarranged:gigalyrics:reol')]",False,True,2
79.653,80.121,-1,yeahちょうはつあたしたちはnodoubt,"[(2, 'yeahちょうはつあたしたちはnodoubt')]",True,False,4
79.353,79.653,-1,yeahちょうはつあたしたちはnodoubt,"[(2, 'yeahちょうはつあたしたちはno'), (4, 'doubt')]",False,False,4
79.186,79.353,-1,yeahちょうはつあたしたちはnodoubt,"[(2, 'yeahちょうはつあたしたちは'), (4, 'nodoubt')]",False,False,4
79.02,79.186,-1,yeahちょうはつあたしたちはnodoubt,"[(2, 'yeahちょうはつあたしたち'), (4, 'はnodoubt')]",False,False,4
78.919,79.02,-1,yeahちょうはつあたしたちはnodoubt,"[(2, 'yeahちょうはつあたした'), (4, 'ちはnodoubt')]",False,False,4
78.819,78.919,-1,yeahちょうはつあたしたちはnodoubt,"[(2, 'yeahちょうはつあたし'), (4, 'たちはnodoubt')]",False,False,4
78.753,78.819,-1,yeahちょうはつあたしたちはnodoubt,"[(2, 'yeahちょうはつあた'), (4, 'したちはnodoubt')]",False,False,4
78.619,78.753,-1,yeahちょうはつあたしたちはnodoubt,"[(2, 'yeahちょうはつあ'), (4, 'たしたちはnodoubt')]",False,False,4
78.352,78.619,-1,yeahちょうはつあたしたちはnodoubt,"[(2, 'yeahちょうはつ'), (4, 'あたしたちはnodoubt')]",False,False,4
78.185,78.352,-1,yeahちょうはつあたしたちはnodoubt,"[(2, 'yeahちょうは'), (4, 'つあたしたちはnodoubt')]",False,False,4
77.818,78.185,-1,yeahちょうはつあたしたちはnodoubt,"[(2, 'yeahちょう'), (4, 'はつあたしたちはnodoubt')]",False,False,4
77.485,77.818,-1,yeahちょうはつあたしたちはnodoubt,"[(2, 'yeah'), (4, 'ちょうはつあたしたちはnodoubt')]",False,True,4
79.653,80.121,0,yeah挑発あたし達はnodoubt,"[(3, 'yeah挑発あたし達はnodoubt')]",True,False,4
79.353,79.653,0,yeah挑発あたし達はnodoubt,"[(3, 'yeah挑発あたし達はno'), (4, 'doubt')]",False,False,4
79.186,79.353,0,yeah挑発あたし達はnodoubt,"[(3, 'yeah挑発あたし達は'), (4, 'nodoubt')]",False,False,4
78.919,79.186,0,yeah挑発あたし達はnodoubt,"[(3, 'yeah挑発あたし達'), (4, 'はnodoubt')]",False,False,4
78.819,78.919,0,yeah挑発あたし達はnodoubt,"[(3, 'yeah挑発あたし'), (4, '達はnodoubt')]",False,False,4
78.753,78.819,0,yeah挑発あたし達はnodoubt,"[(3, 'yeah挑発あた'), (4, 'し達はnodoubt')]",False,False,4
78.619,78.753,0,yeah挑発あたし達はnodoubt,"[(3, 'yeah挑発あ'), (4, 'たし達はnodoubt')]",False,False,4
78.185,78.619,0,yeah挑発あたし達はnodoubt,"[(3, 'yeah挑発'), (4, 'あたし達はnodoubt')]",False,False,4
77.818,78.185,0,yeah挑発あたし達はnodoubt,"[(3, 'yeah挑'), (4, '発あたし達はnodoubt')]",False,False,4
77.485,77.818,0,yeah挑発あたし達はnodoubt,"[(3, 'yeah'), (4, '挑発あたし達はnodoubt')]",False,True,4
103.377,103.544,-1,「まあまあ」なんかいらない,"[(2, '「まあまあ」なんかいらない')]",True,False,4
102.977,103.377,-1,「まあまあ」なんかいらない,"[(2, '「まあまあ」なんかいらな'), (4, 'い')]",False,False,4
102.61,102.977,-1,「まあまあ」なんかいらない,"[(2, '「まあまあ」なんかいら'), (4, 'ない')]",False,False,4
102.51,102.61,-1,「まあまあ」なんかいらない,"[(2, '「まあまあ」なんかい'), (4, 'らない')]",False,False,4
102.41,102.51,-1,「まあまあ」なんかいらない,"[(2, '「まあまあ」なんか'), (4, 'いらない')]",False,False,4
102.243,102.41,-1,「まあまあ」なんかいらない,"[(2, '「まあまあ」なん'), (4, 'かいらない')]",False,False,4
102.076,102.243,-1,「まあまあ」なんかいらない,"[(2, '「まあまあ」な'), (4, 'んかいらない')]",False,False,4
101.475,102.076,-1,「まあまあ」なんかいらない,"[(2, '「まあまあ」'), (4, 'なんかいらない')]",False,False,4
101.108,101.475,-1,「まあまあ」なんかいらない,"[(2, '「まあ'), (4, 'まあ」なんかいらない')]",False,True,4
103.377,103.544,0,「まあまあ」なんか要らない,"[(3, '「まあまあ」なんか要らない')]",True,False,4
102.977,103.377,0,「まあまあ」なんか要らない,"[(3, '「まあまあ」なんか要らな'), (4, 'い')]",False,False,4
102.61,102.977,0,「まあまあ」なんか要らない,"[(3, '「まあまあ」なんか要ら'), (4, 'ない')]",False,False,4
102.51,102.61,0,「まあまあ」なんか要らない,"[(3, '「まあまあ」なんか要'), (4, 'らない')]",False,False,4
102.41,102.51,0,「まあまあ」なんか要らない,"[(3, '「まあまあ」なんか'), (4, '要らない')]",False,False,4
102.243,102.41,0,「まあまあ」なんか要らない,"[(3, '「まあまあ」なん'), (4, 'か要らない')]",False,False,4
102.076,102.243,0,「まあまあ」なんか要らない,"[(3, '「まあまあ」な'), (4, 'んか要らない')]",False,False,4
101.475,102.076,0,「まあまあ」なんか要らない,"[(3, '「まあまあ」'), (4, 'なんか要らない')]",False,False,4
101.108,101.475,0,「まあまあ」なんか要らない,"[(3, '「まあ'), (4, 'まあ」なんか要らない')]",False,True,4
217.324,217.49,-1,あいあるじだい,"[(2, 'あいあるじだい')]",True,False,4
215.089,217.324,-1,あいあるじだい,"[(2, 'あいあるじだ'), (4, 'い')]",False,False,4
214.722,215.089,-1,あいあるじだい,"[(2, 'あいあるじ'), (4, 'だい')]",False,False,4
214.355,214.722,-1,あいあるじだい,"[(2, 'あいある'), (4, 'じだい')]",False,False,4
214.155,214.355,-1,あいあるじだい,"[(2, 'あいあ'), (4, 'るじだい')]",False,False,4
213.988,214.155,-1,あいあるじだい,"[(2, 'あい'), (4, 'あるじだい')]",False,False,4
213.787,213.988,-1,あいあるじだい,"[(2, 'あ'), (4, 'いあるじだい')]",False,True,4
88.162,88.462,-1,あかペンいれてよどこがダメなんですか,"[(2, 'あかペンいれてよどこがダメなんですか')]",True,False,4
87.995,88.162,-1,あかペンいれてよどこがダメなんですか,"[(2, 'あかペンいれてよどこがダメなんです'), (4, 'か')]",False,False,4
87.795,87.995,-1,あかペンいれてよどこがダメなんですか,"[(2, 'あかペンいれてよどこがダメなんで'), (4, 'すか')]",False,False,4
87.628,87.795,-1,あかペンいれてよどこがダメなんですか,"[(2, 'あかペンいれてよどこがダメなん'), (4, 'ですか')]",False,False,4
87.395,87.628,-1,あかペンいれてよどこがダメなんですか,"[(2, 'あかペンいれてよどこがダメ'), (4, 'なんですか')]",False,False,4
87.228,87.395,-1,あかペンいれてよどこがダメなんですか,"[(2, 'あかペンいれてよどこがダ'), (4, 'メなんですか')]",False,False,4
87.128,87.228,-1,あかペンいれてよどこがダメなんですか,"[(2, 'あかペンいれてよどこが'), (4, 'ダメなんですか')]",False,False,4
87.061,87.128,-1,あかペンいれてよどこがダメなんですか,"[(2, 'あかペンいれてよどこ'), (4, 'がダメなんですか')]",False,False,4
86.861,87.061,-1,あかペンいれてよどこがダメなんですか,"[(2, 'あかペンいれてよど'), (4, 'こがダメなんですか')]",False,False,4
86.761,86.861,-1,あかペンいれてよどこがダメなんですか,"[(2, 'あかペンいれてよ'), (4, 'どこがダメなんですか')]",False,False,4
86.694,86.761,-1,あかペンいれてよどこがダメなんですか,"[(2, 'あかペンいれて'), (4, 'よどこがダメなんですか')]",False,False,4
86.56,86.694,-1,あかペンいれてよどこがダメなんですか,"[(2, 'あかペンいれ'), (4, 'てよどこがダメなんですか')]",False,False,4
86.494,86.56,-1,あかペンいれてよどこがダメなんですか,"[(2, 'あかペンい'), (4, 'れてよどこがダメなんですか')]",False,False,4
86.293,86.494,-1,あかペンいれてよどこがダメなんですか,"[(2, 'あかペン'), (4, 'いれてよどこがダメなんですか')]",False,False,4
86.227,86.293,-1,あかペンいれてよどこがダメなんですか,"[(2, 'あか'), (4, 'ペンいれてよどこがダメなんですか')]",False,False,4
86.127,86.227,-1,あかペンいれてよどこがダメなんですか,"[(2, 'あ'), (4, 'かペンいれてよどこがダメなんですか')]",False,True,4
193.934,194.135,-1,あたしおとなになる,"[(2, 'あたしおとなになる')]",True,False,4
193.734,193.934,-1,あたしおとなになる,"[(2, 'あたしおとなにな'), (4, 'る')]",False,False,4
193.501,193.734,-1,あたしおとなになる,"[(2, 'あたしおとなに'), (4, 'なる')]",False,False,4
193.334,193.501,-1,あたしおとなになる,"[(2, 'あたしおとな'), (4, 'になる')]",False,False,4
193.0,193.334,-1,あたしおとなになる,"[(2, 'あたしおと'), (4, 'なになる')]",False,False,4
192.633,193.0,-1,あたしおとなになる,"[(2, 'あたしお'), (4, 'となになる')]",False,False,4
192.466,192.633,-1,あたしおとなになる,"[(2, 'あたし'), (4, 'おとなになる')]",False,False,4
192.266,192.466,-1,あたしおとなになる,"[(2, 'あた'), (4, 'しおとなになる')]",False,False,4
192.066,192.266,-1,あたしおとなになる,"[(2, 'あ'), (4, 'たしおとなになる')]",False,False,4
55.963,56.13,-1,あたしおとなになる,"[(2, 'あたしおとなになる')]",False,False,4
55.73,55.963,-1,あたしおとなになる,"[(2, 'あたしおとなにな'), (4, 'る')]",False,False,4
55.563,55.73,-1,あたしおとなになる,"[(2, 'あたしおとなに'), (4, 'なる')]",False,False,4
55.396,55.563,-1,あたしおとなになる,"[(2, 'あたしおとな'), (4, 'になる')]",False,False,4
54.996,55.396,-1,あたしおとなになる,"[(2, 'あたしおと'), (4, 'なになる')]",False,False,4
54.628,54.996,-1,あたしおとなになる,"[(2, 'あたしお'), (4, 'となになる')]",False,False,4
54.428,54.628,-1,あたしおとなになる,"[(2, 'あたし'), (4, 'おとなになる')]",False,False,4
54.261,54.428,-1,あたしおとなになる,"[(2, 'あた'), (4, 'しおとなになる')]",False,False,4
54.061,54.261,-1,あたしおとなになる,"[(2, 'あ'), (4, 'たしおとなになる')]",False,True,4
193.934,194.135,0,あたし大人になる,"[(3, 'あたし大人になる')]",True,False,4
193.734,193.934,0,あたし大人になる,"[(3, 'あたし大人にな'), (4, 'る')]",False,False,4
193.501,193.734,0,あたし大人になる,"[(3, 'あたし大人に'), (4, 'なる')]",False,False,4
192.633,193.501,0,あたし大人になる,"[(3, 'あたし大人'), (4, 'になる')]",False,False,4
192.466,192.633,0,あたし大人になる,"[(3, 'あたし'), (4, '大人になる')]",False,False,4
192.266,192.466,0,あたし大人になる,"[(3, 'あた'), (4, 'し大人になる')]",False,False,4
192.066,192.266,0,あたし大人になる,"[(3, 'あ'), (4, 'たし大人になる')]",False,False,4
55.963,56.13,0,あたし大人になる,"[(3, 'あたし大人になる')]",False,False,4
55.73,55.963,0,あたし大人になる,"[(3, 'あたし大人にな'), (4, 'る')]",False,False,4
55.563,55.73,0,あたし大人になる,"[(3, 'あたし大人に'), (4, 'なる')]",False,False,4
54.628,55.563,0,あたし大人になる,"[(3, 'あたし大人'), (4, 'になる')]",False,False,4
54.428,54.628,0,あたし大人になる,"[(3, 'あたし'), (4, '大人になる')]",False,False,4
54.261,54.428,0,あたし大人になる,"[(3, 'あた'), (4, 'し大人になる')]",False,False,4
54.061,54.261,0,あたし大人になる,"[(3, 'あ'), (4, 'たし大人になる')]",False,True,4
98.305,98.639,-1,ありすぎてゆびがたりねぇからhandsup,"[(2, 'ありすぎてゆびがたりねぇからhandsup')]",True,False,4
98.105,98.305,-1,ありすぎてゆびがたりねぇからhandsup,"[(2, 'ありすぎてゆびがたりねぇからhands'), (4, 'up')]",False,False,4
98.005,98.105,-1,ありすぎてゆびがたりねぇからhandsup,"[(2, 'ありすぎてゆびがたりねぇから'), (4, 'handsup')]",False,False,4
97.938,98.005,-1,ありすぎてゆびがたりねぇからhandsup,"[(2, 'ありすぎてゆびがたりねぇか'), (4, 'らhandsup')]",False,False,4
97.738,97.938,-1,ありすぎてゆびがたりねぇからhandsup,"[(2, 'ありすぎてゆびがたりねぇ'), (4, 'からhandsup')]",False,False,4
97.638,97.738,-1,ありすぎてゆびがたりねぇからhandsup,"[(2, 'ありすぎてゆびがたり'), (4, 'ねぇからhandsup')]",False,False,4
97.571,97.638,-1,ありすぎてゆびがたりねぇからhandsup,"[(2, 'ありすぎてゆびがた'), (4, 'りねぇからhandsup')]",False,False,4
97.471,97.571,-1,ありすぎてゆびがたりねぇからhandsup,"[(2, 'ありすぎてゆびが'), (4, 'たりねぇからhandsup')]",False,False,4
97.371,97.471,-1,ありすぎてゆびがたりねぇからhandsup,"[(2, 'ありすぎてゆび'), (4, 'がたりねぇからhandsup')]",False,False,4
97.204,97.371,-1,ありすぎてゆびがたりねぇからhandsup,"[(2, 'ありすぎてゆ'), (4, 'びがたりねぇからhandsup')]",False,False,4
97.138,97.204,-1,ありすぎてゆびがたりねぇからhandsup,"[(2, 'ありすぎて'), (4, 'ゆびがたりねぇからhandsup')]",False,False,4
97.004,97.138,-1,ありすぎてゆびがたりねぇからhandsup,"[(2, 'ありすぎ'), (4, 'てゆびがたりねぇからhandsup')]",False,False,4
96.904,97.004,-1,ありすぎてゆびがたりねぇからhandsup,"[(2, 'ありす'), (4, 'ぎてゆびがたりねぇからhandsup')]",False,False,4
96.871,96.904,-1,ありすぎてゆびがたりねぇからhandsup,"[(2, 'あり'), (4, 'すぎてゆびがたりねぇからhandsup')]",False,False,4
96.804,96.871,-1,ありすぎてゆびがたりねぇからhandsup,"[(2, 'あ'), (4, 'りすぎてゆびがたりねぇからhandsup')]",False,True,4
98.305,98.639,0,ありすぎて指が足りねぇからhandsup,"[(3, 'ありすぎて指が足りねぇからhandsup')]",True,False,4
98.105,98.305,0,ありすぎて指が足りねぇからhandsup,"[(3, 'ありすぎて指が足りねぇからhands'), (4, 'up')]",False,False,4
98.005,98.105,0,ありすぎて指が足りねぇからhandsup,"[(3, 'ありすぎて指が足りねぇから'), (4, 'handsup')]",False,False,4
97.938,98.005,0,ありすぎて指が足りねぇからhandsup,"[(3, 'ありすぎて指が足りねぇか'), (4, 'らhandsup')]",False,False,4
97.738,97.938,0,ありすぎて指が足りねぇからhandsup,"[(3, 'ありすぎて指が足りねぇ'), (4, 'からhandsup')]",False,False,4
97.638,97.738,0,ありすぎて指が足りねぇからhandsup,"[(3, 'ありすぎて指が足り'), (4, 'ねぇからhandsup')]",False,False,4
97.571,97.638,0,ありすぎて指が足りねぇからhandsup,"[(3, 'ありすぎて指が足'), (4, 'りねぇからhandsup')]",False,False,4
97.471,97.571,0,ありすぎて指が足りねぇからhandsup,"[(3, 'ありすぎて指が'), (4, '足りねぇからhandsup')]",False,False,4
97.204,97.471,0,ありすぎて指が足りねぇからhandsup,"[(3, 'ありすぎて指'), (4, 'が足りねぇからhandsup')]",False,False,4
97.138,97.204,0,ありすぎて指が足りねぇからhandsup,"[(3, 'ありすぎて'), (4, '指が足りねぇからhandsup')]",False,False,4
97.004,97.138,0,ありすぎて指が足りねぇからhandsup,"[(3, 'ありすぎ'), (4, 'て指が足りねぇからhandsup')]",False,False,4
96.904,97.004,0,ありすぎて指が足りねぇからhandsup,"[(3, 'ありす'), (4, 'ぎて指が足りねぇからhandsup')]",False,False,4
96.871,96.904,0,ありすぎて指が足りねぇからhandsup,"[(3, 'あり'), (4, 'すぎて指が足りねぇからhandsup')]",False,False,4
96.804,96.871,0,ありすぎて指が足りねぇからhandsup,"[(3, 'あ'), (4, 'りすぎて指が足りねぇからhandsup')]",False,True,4
160.868,161.102,85,いちすなんです,"[(2, 'いちすなんです')]",True,False,4
160.734,160.868,85,いちすなんです,"[(2, 'いちすなんで'), (4, 'す')]",False,False,4
160.534,160.734,85,いちすなんです,"[(2, 'いちすなん'), (4, 'です')]",False,False,4
160.367,160.534,85,いちすなんです,"[(2, 'いちすな'), (4, 'んです')]",False,False,4
160.101,160.367,85,いちすなんです,"[(2, 'いちす'), (4, 'なんです')]",False,False,4
159.967,160.101,85,いちすなんです,"[(2, 'いち'), (4, 'すなんです')]",False,False,4
159.8,159.967,85,いちすなんです,"[(2, 'い'), (4, 'ちすなんです')]",False,True,4
52.693,53.127,0,いられないよ,"[(3, 'いられないよ')]",True,False,4
52.526,52.693,0,いられないよ,"[(3, 'いられない'), (4, 'よ')]",False,False,4
52.36,52.526,0,いられないよ,"[(3, 'いられな'), (4, 'いよ')]",False,False,4
52.226,52.36,0,いられないよ,"[(3, 'いられ'), (4, 'ないよ')]",False,False,4
51.993,52.226,0,いられないよ,"[(3, 'いら'), (4, 'れないよ')]",False,False,4
51.792,51.993,0,いられないよ,"[(3, 'い'), (4, 'られないよ')]",False,False,4
52.693,53.127,-1,いられないよ,"[(2, 'いられないよ')]",False,False,4
52.526,52.693,-1,いられないよ,"[(2, 'いられない'), (4, 'よ')]",False,False,4
52.36,52.526,-1,いられないよ,"[(2, 'いられな'), (4, 'いよ')]",False,False,4
52.226,52.36,-1,いられないよ,"[(2, 'いられ'), (4, 'ないよ')]",False,False,4
51.993,52.226,-1,いられないよ,"[(2, 'いら'), (4, 'れないよ')]",False,False,4
51.792,51.993,-1,いられないよ,"[(2, 'い'), (4, 'られないよ')]",False,True,4
67.174,67.508,-1,かこも、つみも、ばつも、すべて,"[(2, 'かこも、つみも、ばつも、すべて')]",True,False,4
66.974,67.174,-1,かこも、つみも、ばつも、すべて,"[(2, 'かこも、つみも、ばつも、すべ'), (4, 'て')]",False,False,4
66.741,66.974,-1,かこも、つみも、ばつも、すべて,"[(2, 'かこも、つみも、ばつも、す'), (4, 'べて')]",False,False,4
66.44,66.741,-1,かこも、つみも、ばつも、すべて,"[(2, 'かこも、つみも、ばつも、'), (4, 'すべて')]",False,False,4
66.173,66.44,-1,かこも、つみも、ばつも、すべて,"[(2, 'かこも、つみも、ばつ'), (4, 'も、すべて')]",False,False,4
66.04,66.173,-1,かこも、つみも、ばつも、すべて,"[(2, 'かこも、つみも、ば'), (4, 'つも、すべて')]",False,False,4
65.673,66.04,-1,かこも、つみも、ばつも、すべて,"[(2, 'かこも、つみも、'), (4, 'ばつも、すべて')]",False,False,4
